,sentence
819,한국씨티은행은 단계별 여성 리더십 연수 여성 인재 발굴 육성을 위한 핵심 인재 관리 절차 여성 인재를 대상으로 한 멘토링과 코칭 등 다양한 프로그램을 운영하고 있다.
820,포럼은 세계여성이사협회가 여성 이사 의무화를 규정한 자본시장법 개정을 계기로 제도의 정착과 성공을 위해 여성의 경영 참여 확대: 기업과 사회의 전략적 선택을 주제로 마련했다.
821,이복실 세계여성이사협회장은 여성 이사 의무화 제도가 성공하려면 기업 내 여성 임원 증가와 연계되어야 하는데 이를 위해 조직 문화의 다양성과 포용성이 필요하다고 말했다.
822,타워 크레인이 골리앗 크레인과 충돌해 엿가락처럼 휜 채 선박 건조 작업장 쪽으로 넘어져 있다.
823,산업통상자원부는 이날 서울 강남구 삼성동 대한상사중재원에서 한국 엔시피(NCP) 위원회를 열어 삼성중공업 크레인 사고와 관련한 경제협력개발기구(OECD) 가이드라인 이의신청 사건의 피신청인 삼성중공업에 책임경영 이행을 권고하는 최종 성명서를 채택하고 사건을 종결했다고 밝혔다.
824,지침 위반의 피해자 또는 이해관계자는 국가별 이행기구(NCP)에 이의신청을 하고 엔시피는 양쪽의 자발적 참여를 통한 조정 등을 통해 사건을 처리하는 방식을 따른다.
825,한국 엔시피는 사건 접수 후 당사자 간 의견 교환 및 네 차례에 걸친 조정 절차를 진행했지만 양측 간 합의를 이끌어내는데는 실패해 위원회 차원의 권고를 포함한 성명서 채택 방식으로 사건을 매듭지었다.
826,신청인 쪽은 크레인 사고에 관련된 삼성중공업과 프랑스 테크닙(Technip) 프랑스 토탈(Total) 노르웨이 에퀴노(Equinor)가 크레인 충돌사고 예방 대책을 수립하지 않았다고 주장했다.
827,또 관리자들의 작업 지휘나 신호수의 감시가 소홀했고 신호수 배치도 부족했다는 점을 이의신청 사유로 들었다.
828,삼성중공업 쪽은 소속 반장의 업무상 주의 의무 위반은 인정했지만 신호수를 충분히 배치하지 않아 발생한 사고가 아니며 작업자 업무 과실 탓이었다고 맞섰다.
829,정종영 한국엔시피위원장(산업부 투자정책관)은 “최종 합의에 도달하지는 못했지만 피신청인인 삼성중공업 측이 권고사항을 충실히 이행해줄 것을 당부한다고 말했다.
830,삼성중공업 외 나머지 다국적기업에 대한 사건 처리는 노르웨이엔시피에서 진행 중이라고 산업부는 전했다.
831,삼성중공업크레인사고피해노동자지원단의 이은주 활동가는 “삼성중공업이 경제협력개발기구 가이드라인을 위반한 사실이 대법원 판결 등을 통해 명확해졌는데도 엔시피 조정 결과에 담기지 않은 점은 큰 문제라며 “삼성 쪽이 사고로 여전히 고통받는 노동자들에 대한 조치를 밝히지 않는 등 기업으로서의 책임을 다하지 않은 것도 지적하지 않았다고 밝혔다.
832,경쟁 모델들이 가솔린과 디젤 하이브리드 등 다양한 선택지를 제공하는 것과 달리 토레스는 가솔린 모델만을 판매한다.
833,쌍용차 관계자는 “토레스 증산은 확정된 사안은 아니지만 토레스가 내수는 물론 수출을 시작한 만큼 부품 협력사와 긴밀한 공조로 월 생산능력 확충을 추진하고 있다면서 “안정적 생산체제 구축과 신속한 출고에 만전을 기하겠다고 말했다.
834,사업장 활동에서 발생할 수 있는 위험을 사전에 제거 예방하고 임직원 안전과 건강을 지켜 최종적으로는 기업의 이익과 임직원 안전을 체계적으로 관리하는 것을 목표로 한다.
835,GC셀은 안전보건 및 환경관리 전략과 목표를 수립하고 PDCA(Plan-Do-Check-Action) 사이클(Cycle)을 기반으로 체계적인 경영시스템을 구축해 이번 인증을 통합 획득했다고 설명했다.
836,박대우 GC셀 대표는 “최근 급변하는 경제여건 속에서 기업 가치를 제고하는 사회적 가치 창출이 기업의 생존과 성장을 위한 필수요건이 됐다며 “앞으로 GC셀이 지속가능경영 관점에서 책임을 다해 사회적 가치를 창출할 수 있도록 최선을 다할 것이라고 말했다.
837,추모식에는 이날 오전 경기도 수원 선영에서 홍라희 전 삼성미술관 리움 관장 이재용 삼성전자 부회장 이부진 호텔신라 사장 이서현 삼성복지재단 이사장 겸 삼성글로벌리서치 고문 김재열 국제빙상경기연맹 회장 등 유족이 참석했다.
838,삼성 측은 별도의 공식 추모 행사를 열지 않고 사내에 온라인 추모관을 개설해 임직원이 방명록에 댓글 형식으로 추모글을 남길 수 있도록 했다.
839,오늘 우리는 회장님을 다시 만납니다라는 제목의 온라인 추모관에는 당신이 그랬던 것처럼 우리도 새로운 내일을 향해 힘차게 앞으로 나아가겠다라는 내용이 담겼다.
840,계열사 CEO 인사 폭 최소화하고 젊은 인재 등용 위주 인사 전망 우크라이나 전쟁 장기화와 미·중 갈등 격화 등 글로벌 악재가 경기 침체로 이어지면서 국내 대기업들은 오는 연말 정기인사에서 변화보다는 안정을 택할 전망이다.
841,계열사 최고경영자(CEO) 교체 대신 젊은 인재 등용을 통해 핵심 역량 강화에 집중한다는 기류가 감지된다.
842,재계에서는 이재용 삼성전자 부회장의 회장 승진 여부에 관심이 모이고 있다.
843,다만 이 부회장이 승진하면서 대대적인 물갈이 인사를 하기엔 부담이 있을 것이라는 전망도 적지 않다.
844,재계 관계자는 “이 부회장이 현재 삼성그룹이 처한 상황을 위기라고 인식한다고 한다며 “그럼에도 복권된 후 경영에 복귀한 첫해라 CEO나 임원진에 대한 큰 폭의 물갈이 인사를 단행하긴 부담이 있을 것이라고 했다.
845,(왼쪽부터) 이재용 삼성전자 부회장 최태원 SK그룹 회장 구광모 LG그룹 회장 김승연 한화그룹 회장.
846,SK그룹은 최근 몇년간 큰폭의 CEO 교체 없이 조직 안정에 방점을 찍은 인사를 진행해왔다.
847,LG그룹은 지난해 ‘안정 속 혁신’을 키워드로 주요 계열사 CEO를 대부분 유임하면서도 젊은 신규 임원을 대거 발탁했다.
848,올해 대부분 계열사들이 호실적을 올리고 있고 조직도 안정적으로 운영되고 있어 CEO 교체는 많지 않을 전망이다.
849,이미 LG그룹에 구광모 체제가 자리 잡은 만큼 당분간 쇄신보다는 안정에 방점을 찍은 인사가 주를 이룰 전망이다.
850,당시 한화에어로스페이스 신현우 대표이사가 물러나고 손재일 현 대표가 선임된 것이 눈에 띄는 인사였다.
851,삼성전자는 이날 이사회를 열어 이재용 삼성전자 부회장의 회장 승진을 의결했다.
852,이어 “대외 경영여건이 악화하는 상황에서 위기 대응을 위한 책임경영을 강화하고 한국경제의 리딩 컴퍼니로서 미래전략을 수립하는데 과감한 의사결정과 시너지 효과를 기대한다고 덧붙였다.
853,또 신기술·디지털을 활용한 혁신 소상공인 육성을 위해 스마트상점과 스마트공방을 육성하고 e커머스 활용 소상공인 양성을 위한 온라인판으로도 집중적으로 지원할 것이라고 강조했다.
854,이어 고객 눈높이에 맞는 편리한 전통시장 환경을 조성하고 상인 자생력을 강화하기 위해 충전식 카드형 상품권 도입 등 온누리상품권 결제 수단 확대 시장경영패키지 운영 화재안전점검 및 노후전선 정비 화재알림시설 설치 등 고객 안전 확보에도 나설 것이라고 소개했다.
855,슈퍼개미와 경영권 분쟁 소강상태 들어간 화천기계슈퍼개미 등장으로 경영권 분쟁에 휘말리며 주가가 크게 뛰었던 화천기계가 법원의 결정으로 임시 주주총회가 무산되면서 분쟁이 소강상태에 이른 것으로 보여요.
856,화천기계는 차량 엔진의 외형인 실린더블록을 현대차와 기아차 등에 공급하는 공작기계 전문 기업인데요.
857,경영권 분쟁은 당사자끼리 지분 확보 경쟁으로 이어질 수 있어 주가에 호재로 여겨지기 때문이에요.
858,결과는 보아스에셋이 청구한 임시주주총회 소집 허가를 모두 기각한다는 내용.
859,임시주총이 취소되며 잠시 소강상태에 들어갔지만 향후 경영권 분쟁이 지속될 수 있음을 암시한 상황이에요.
860,삼성전자는 글로벌 인플레이션에 따른 제품 수요 감소와 재료비와 물류비 부담 특히 메모리 제품의 이익 감소를 영업이익이 줄어든 영향으로 꼽았어요.
861,다만 케미칼 부문에서 고유가 지속으로 기초소재 제품의 판매가격과 함께 핵심원료 가격이 상승하며 마진이 줄었다고 전했어요.
862,S-Oil은 글로벌 경기침체 우려에 따른 국제 유가 하락과 정제마진 하향 조정에 따라 실적에 크게 영향을 받았다고 설명했어요.
863,실제 정제마진은 휘발유·등유 등 석유제품 가격에서 원료인 원유 가격과 수송비 운영비 등을 뺀 값인데요.
864,다만 S-Oil은 겨울철 계절적 수요가 증가하면서 정제마진이 개선될 것이라고 전망했어요.
865,포스코스틸리온은 지난달 중순 컬러공장을 정상 가동했지만 도금공장 설비 복구가 되지 않았었는데요.
866,이번 생산시설 완전복구를 통해 가전과 건재 고부가 특화제품 등 정상생산체제로 전환했다고 밝혔어요.
867,- 차량용 블랙박스와 영상처리칩을 만드는 코스닥 상장사 앤씨앤이 주차보조시스템 소프트웨어를 개발하는 자회사인 베이다스를 흡수합병한다고 밝혔어요.
868,사업구조 재편에 따라 경영효율성과 사업경쟁력을 강화할 수 있을 것으로 내다봤어요.
869,현대제철은 이와 관련해 지급이 예상되는 추정금액으로 실제 거래금액이 변동될 수 있다라고 밝혔어요.
870,백정완 대우건설 사장이 위원장을 맡아 위원회 소집 및 운영관리 전반을 맡는다.
871,대우건설은 이번 위원회 출범을 계기로 조직별 ESG 활동 현황·실적 관리 관련 절차 및 체계를 구축해 ESG 경영을 강화해 나간다는 계획이다.
872,이어 대우건설은 앞서 공표한 온실가스 감축 목표 아래 풍력 태양광 수소 탄소 포집·활용·저장 기술(CCUS) 등 관련 신재생에너지 사업 및 여러 안건에 대해 앞으로도 관심과 지원을 아끼지 않겠다라고 강조했다.
873,한국콜마 임직원들이 서울 서초구 내곡동 종합기술원에 위치한 사내 북카페에서 책을 읽고 있다.
874,이 때문에 창업자인 윤동한 한국콜마 회장은 성장 가능성이 있는 인력을 채용한 뒤 독서를 통해 재능을 발굴하고 구성원과 회사가 함께 성장하는 이른바 ‘유기농 경영’ 전략을 추진했다.
875,한국콜마는 “임직원은 독서를 통해 직무 관련 지식이나 지혜를 습득하고 회사는 임직원의 역량 강화를 통해 성과를 창출하는 지속가능한 경영을 추구한다고 설명했다.
876,결혼·출산·승진 등 개인 경사 발생 때도 떡처럼 소모적인 답례품을 돌리는 대신 사내 도서관에 도서를 기증하도록 했다.
877,회사측도 각종 인프라를 갖추고 임직원들의 독서활동을 체계적으로 지원 중이다.
878,또 독서 리더그룹 운영 도서 연계 온라인 학습 강화 다독왕이나 우수 독서감상문 시상 신규 입사자와 승진 대상자에 도서 배포 독서 모임에 운영 비용 지원 독서 관련 수시 이벤트 등의 다양한 프로그램도 운영 중이다.
